ม,-1.9240310192108154,-0.13564443588256836
ณ,-0.6349413394927979,0.08733274787664413
น,-0.21086928248405457,0.06289269030094147
ง,-0.15739551186561584,0.18367671966552734
ผ,-0.03429318964481354,-0.47342270612716675
พ,-0.11194276064634323,-0.2717348337173462
ภ,-0.08972322940826416,-0.02337692677974701
ป,-0.11664138734340668,0.1662885993719101
บ,-0.07440634816884995,0.24509385228157043
ฐ,0.2569674253463745,-0.31670641899108887
ถ,-0.0670485571026802,-0.1093815267086029
ฑ,0.00034918333403766155,-0.07242641597986221
ฒ,-0.10377426445484161,-0.07008224725723267
ท,-0.11597473174333572,-0.01903163455426693
ธ,-0.1315205991268158,-0.014795958064496517
ฏ,0.03364139050245285,0.1220960021018982
ต,-0.1091788113117218,0.005994911305606365
ฎ,-0.14276547729969025,0.23791706562042236
ด,-0.06820404529571533,-0.03245427832007408
ข,0.07457467913627625,-0.24434828758239746
ฃ,-0.000986450002528727,-0.009054100140929222
ค,-0.04192962870001793,-0.0939033254981041
ฅ,-0.134846493601799,-0.01599286124110222
ฆ,-0.060321878641843796,-0.022554339841008186
ก,-0.021262986585497856,0.42648211121559143
อ,-0.10137530416250229,0.1430344581604004
ร,0.3994220793247223,-0.027630671858787537
ฤ,-0.05311078950762749,0.31727564334869385
ฉ,0.2190214991569519,-0.8535773158073425
ช,-0.11630113422870636,-0.26885396242141724
ฌ,-0.06707452237606049,-0.0589669831097126
จ,-0.26570817828178406,0.4772709012031555
ศ,0.2503505349159241,-0.468027263879776
ษ,-0.04818689078092575,0.0061577181331813335
ส,0.0036484310403466225,0.06960836052894592
ซ,-0.026391640305519104,-0.07341460138559341
ฝ,-0.0845591276884079,-0.048053015023469925
ฟ,-0.058954618871212006,0.00997172947973013
ห,0.02163550816476345,0.006201702635735273
ฮ,0.0007348554208874702,0.06948410719633102
ญ,-0.18434475362300873,0.5927615165710449
ย,-0.20641830563545227,0.2825016677379608
ว,-0.10366353392601013,0.05012279748916626
ล,0.12894682586193085,-0.16040989756584167
ฬ,0.0522526390850544,-0.030087625607848167
ฦ,-0.09001286327838898,0.7224027514457703
ิ,0.13211263716220856,-0.832115650177002
ี,0.12646248936653137,-0.34723520278930664
ึ,-0.07657255232334137,-0.01791665144264698
ื,-0.09779748320579529,-0.1865587830543518
ๅ,-0.00578649016097188,-0.10502942651510239
ุ,0.047653842717409134,0.016369963064789772
ู,-0.22097226977348328,-0.18925690650939941
เ,0.2207908183336258,0.03008093312382698
โ,-0.2672173082828522,-0.1119379773736
แ,0.15173634886741638,0.003422076813876629
ะ,0.044534146785736084,0.12902991473674774
ั,-0.1461145281791687,-0.151248499751091
า,-0.0743057057261467,0.052459828555583954
ำ,0.16593198478221893,0.13328804075717926
ใ,0.022150883451104164,-0.0013959440402686596
ไ,0.00915976520627737,-0.12234356999397278
็,-0.034225016832351685,0.11338748782873154
่,0.4389023780822754,-0.3347519636154175
้,-0.12215135991573334,-0.07384296506643295
๊,-0.09908655285835266,-0.13840961456298828
๋,-0.1897672563791275,-0.1445053368806839
์,0.07381918281316757,0.11484919488430023
